id,batch_id,inspection_time,result,severity,sample_size,failed_units,observed_defect_rate,source_ref,supplier_name,component_name,product_id,order_id,inspector,failure_mode
QI-ORD-2024-100864-PCB印刷电路板,BATCH-华为海思_HISILICON-202405,2024-05-22 04:30:00,FAIL,high,87,1,0.01149,SRC-QI-ORD-2024-100864,华为海思 (HiSilicon),PCB印刷电路板,SKU-CE-L01,ORD-2024-100864,Factory-QA-7,functional_drift
QI-ORD-2024-100865-硅晶圆,BATCH-闻泰科技_WINGTECH-202309,2023-09-14 23:44:00,FAIL,high,202,2,0.00990,SRC-QI-ORD-2024-100865,闻泰科技 (Wingtech),硅晶圆,SKU-AE-M01,ORD-2024-100865,Line-QA-A,functional_drift
QI-ORD-2024-100867-光学镜头,BATCH-京东方_BOE-202405,2024-05-06 21:21:00,FAIL,high,142,1,0.00704,SRC-QI-ORD-2024-100867,京东方 (BOE),光学镜头,SKU-WE-V01,ORD-2024-100867,Line-QA-B,functional_drift
QI-ORD-2024-100868-闪存颗粒,BATCH-华为海思_HISILICON-202403,2024-03-13 03:53:00,FAIL,high,203,2,0.00985,SRC-QI-ORD-2024-100868,华为海思 (HiSilicon),闪存颗粒,SKU-WE-V01,ORD-2024-100868,Line-QA-A,functional_drift
QI-ORD-2024-100869-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202406,2024-06-10 04:25:00,FAIL,high,159,2,0.01258,SRC-QI-ORD-2024-100869,立讯精密 (Luxshare),CMOS图像传感器,SKU-WE-V01,ORD-2024-100869,Factory-QA-7,sensor_noise
QI-ORD-2024-100870-OLED柔性屏,BATCH-比亚迪半导体_BYD-202309,2023-09-21 16:49:00,FAIL,high,84,1,0.01190,SRC-QI-ORD-2024-100870,比亚迪半导体 (BYD),OLED柔性屏,SKU-ST-S01,ORD-2024-100870,Line-QA-A,display_mura
QI-ORD-2024-100871-硅晶圆,BATCH-闻泰科技_WINGTECH-202405,2024-05-04 21:48:00,FAIL,high,165,1,0.00606,SRC-QI-ORD-2024-100871,闻泰科技 (Wingtech),硅晶圆,SKU-WE-V01,ORD-2024-100871,Line-QA-A,functional_drift
QI-ORD-2024-100872-PCB印刷电路板,BATCH-中芯国际_SMIC-202308,2023-08-17 21:54:00,FAIL,high,193,2,0.01036,SRC-QI-ORD-2024-100872,中芯国际 (SMIC),PCB印刷电路板,SKU-ST-S01,ORD-2024-100872,Factory-QA-7,functional_drift
QI-ORD-2024-100873-光学镜头,BATCH-立讯精密_LUXSHARE-202312,2023-12-08 18:17:00,FAIL,high,156,1,0.00641,SRC-QI-ORD-2024-100873,立讯精密 (Luxshare),光学镜头,SKU-WE-W01,ORD-2024-100873,Line-QA-B,functional_drift
QI-ORD-2024-100874-主控芯片,BATCH-比亚迪半导体_BYD-202307,2023-07-29 10:09:00,WARN,medium,183,1,0.00546,SRC-QI-ORD-2024-100874,比亚迪半导体 (BYD),主控芯片,SKU-ST-M01,ORD-2024-100874,Line-QA-A,functional_drift
QI-ORD-2024-100875-光学镜头,BATCH-歌尔股份_GOERTEK-202312,2023-12-14 00:21:00,FAIL,high,165,1,0.00606,SRC-QI-ORD-2024-100875,歌尔股份 (Goertek),光学镜头,SKU-AE-C01,ORD-2024-100875,Factory-QA-7,display_mura
QI-ORD-2024-100876-CMOS图像传感器,BATCH-北方华创_NAURA-202409,2024-09-07 09:48:00,WARN,medium,185,1,0.00541,SRC-QI-ORD-2024-100876,北方华创 (NAURA),CMOS图像传感器,SKU-WE-V01,ORD-2024-100876,Line-QA-A,sensor_noise
QI-ORD-2024-100877-CMOS图像传感器,BATCH-歌尔股份_GOERTEK-202406,2024-06-24 09:50:00,FAIL,high,176,2,0.01136,SRC-QI-ORD-2024-100877,歌尔股份 (Goertek),CMOS图像传感器,SKU-ST-S01,ORD-2024-100877,Factory-QA-7,sensor_noise
QI-ORD-2024-100878-PCB印刷电路板,BATCH-闻泰科技_WINGTECH-202310,2023-10-06 04:33:00,FAIL,high,211,2,0.00948,SRC-QI-ORD-2024-100878,闻泰科技 (Wingtech),PCB印刷电路板,SKU-WE-V01,ORD-2024-100878,Line-QA-A,functional_drift
QI-ORD-2024-100880-闪存颗粒,BATCH-紫光展锐_UNISOC-202309,2023-09-24 21:28:00,FAIL,high,170,2,0.01176,SRC-QI-ORD-2024-100880,紫光展锐 (UNISOC),闪存颗粒,SKU-ST-S01,ORD-2024-100880,Factory-QA-7,functional_drift
QI-ORD-2024-100881-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202403,2024-03-23 10:50:00,FAIL,high,103,1,0.00971,SRC-QI-ORD-2024-100881,立讯精密 (Luxshare),PCB印刷电路板,SKU-ST-M01,ORD-2024-100881,Factory-QA-7,functional_drift
QI-ORD-2024-100882-散热模组,BATCH-歌尔股份_GOERTEK-202309,2023-09-10 02:09:00,FAIL,high,174,1,0.00575,SRC-QI-ORD-2024-100882,歌尔股份 (Goertek),散热模组,SKU-ST-S01,ORD-2024-100882,Factory-QA-7,connector_shift
QI-ORD-2024-100883-主控芯片,BATCH-闻泰科技_WINGTECH-202405,2024-05-04 00:31:00,FAIL,high,99,1,0.01010,SRC-QI-ORD-2024-100883,闻泰科技 (Wingtech),主控芯片,SKU-WE-V01,ORD-2024-100883,Line-QA-A,functional_drift
QI-ORD-2024-100884-散热模组,BATCH-立讯精密_LUXSHARE-202401,2024-01-24 19:48:00,FAIL,high,148,1,0.00676,SRC-QI-ORD-2024-100884,立讯精密 (Luxshare),散热模组,SKU-WE-V01,ORD-2024-100884,Line-QA-A,connector_shift
QI-ORD-2024-100887-闪存颗粒,BATCH-歌尔股份_GOERTEK-202404,2024-04-02 22:11:00,FAIL,high,91,1,0.01099,SRC-QI-ORD-2024-100887,歌尔股份 (Goertek),闪存颗粒,SKU-AE-C01,ORD-2024-100887,Line-QA-A,display_mura
QI-ORD-2024-100888-散热模组,BATCH-韦尔股份_WILLSEMI-202309,2023-09-24 03:06:00,FAIL,high,109,1,0.00917,SRC-QI-ORD-2024-100888,韦尔股份 (Willsemi),散热模组,SKU-CE-P01,ORD-2024-100888,Line-QA-B,connector_shift
QI-ORD-2024-100889-聚合物锂电池,BATCH-中芯国际_SMIC-202308,2023-08-24 13:06:00,WARN,medium,202,1,0.00495,SRC-QI-ORD-2024-100889,中芯国际 (SMIC),聚合物锂电池,SKU-AE-C01,ORD-2024-100889,Line-QA-B,display_mura
QI-ORD-2024-100890-硅晶圆,BATCH-中芯国际_SMIC-202403,2024-03-10 02:34:00,FAIL,high,178,2,0.01124,SRC-QI-ORD-2024-100890,中芯国际 (SMIC),硅晶圆,SKU-AE-C01,ORD-2024-100890,Factory-QA-7,display_mura
QI-ORD-2024-100891-硅晶圆,BATCH-京东方_BOE-202307,2023-07-01 22:00:00,FAIL,high,141,1,0.00709,SRC-QI-ORD-2024-100891,京东方 (BOE),硅晶圆,SKU-WE-W01,ORD-2024-100891,Line-QA-B,functional_drift
QI-ORD-2024-100892-CMOS图像传感器,BATCH-歌尔股份_GOERTEK-202312,2023-12-15 19:07:00,FAIL,high,138,1,0.00725,SRC-QI-ORD-2024-100892,歌尔股份 (Goertek),CMOS图像传感器,SKU-AE-C01,ORD-2024-100892,Line-QA-B,sensor_noise
QI-ORD-2024-100894-OLED柔性屏,BATCH-立讯精密_LUXSHARE-202404,2024-04-28 21:56:00,FAIL,high,141,1,0.00709,SRC-QI-ORD-2024-100894,立讯精密 (Luxshare),OLED柔性屏,SKU-ST-S01,ORD-2024-100894,Line-QA-A,display_mura
QI-ORD-2024-100895-硅晶圆,BATCH-长江存储_YMTC-202308,2023-08-13 17:01:00,WARN,medium,174,1,0.00575,SRC-QI-ORD-2024-100895,长江存储 (YMTC),硅晶圆,SKU-CE-L01,ORD-2024-100895,Line-QA-B,functional_drift
QI-ORD-2024-100896-OLED柔性屏,BATCH-立讯精密_LUXSHARE-202311,2023-11-16 00:48:00,FAIL,high,190,1,0.00526,SRC-QI-ORD-2024-100896,立讯精密 (Luxshare),OLED柔性屏,SKU-WE-W01,ORD-2024-100896,Line-QA-A,display_mura
QI-ORD-2024-100897-闪存颗粒,BATCH-紫光展锐_UNISOC-202407,2024-07-20 17:40:00,FAIL,high,105,1,0.00952,SRC-QI-ORD-2024-100897,紫光展锐 (UNISOC),闪存颗粒,SKU-CE-P01,ORD-2024-100897,Line-QA-A,functional_drift
QI-ORD-2024-100898-闪存颗粒,BATCH-长江存储_YMTC-202311,2023-11-20 05:11:00,FAIL,high,177,2,0.01130,SRC-QI-ORD-2024-100898,长江存储 (YMTC),闪存颗粒,SKU-CE-L01,ORD-2024-100898,Line-QA-A,functional_drift
QI-ORD-2024-100899-散热模组,BATCH-比亚迪半导体_BYD-202402,2024-02-21 19:07:00,FAIL,high,142,1,0.00704,SRC-QI-ORD-2024-100899,比亚迪半导体 (BYD),散热模组,SKU-WE-W01,ORD-2024-100899,Factory-QA-7,connector_shift
QI-ORD-2024-100900-聚合物锂电池,BATCH-歌尔股份_GOERTEK-202405,2024-05-12 14:53:00,FAIL,high,89,1,0.01124,SRC-QI-ORD-2024-100900,歌尔股份 (Goertek),聚合物锂电池,SKU-AE-C01,ORD-2024-100900,Line-QA-A,display_mura
QI-ORD-2024-100901-PCB印刷电路板,BATCH-比亚迪半导体_BYD-202307,2023-07-04 16:26:00,FAIL,high,83,1,0.01205,SRC-QI-ORD-2024-100901,比亚迪半导体 (BYD),PCB印刷电路板,SKU-AE-C01,ORD-2024-100901,Factory-QA-7,display_mura
QI-ORD-2024-100902-硅晶圆,BATCH-京东方_BOE-202404,2024-04-30 14:58:00,FAIL,high,98,1,0.01020,SRC-QI-ORD-2024-100902,京东方 (BOE),硅晶圆,SKU-CE-L01,ORD-2024-100902,Line-QA-B,functional_drift
QI-ORD-2024-100903-OLED柔性屏,BATCH-京东方_BOE-202312,2023-12-08 17:34:00,FAIL,high,119,2,0.01681,SRC-QI-ORD-2024-100903,京东方 (BOE),OLED柔性屏,SKU-AE-C01,ORD-2024-100903,Line-QA-A,display_mura
QI-ORD-2024-100904-光学镜头,BATCH-中芯国际_SMIC-202402,2024-02-11 09:52:00,FAIL,high,100,1,0.01000,SRC-QI-ORD-2024-100904,中芯国际 (SMIC),光学镜头,SKU-CE-L01,ORD-2024-100904,Line-QA-A,functional_drift
QI-ORD-2024-100905-闪存颗粒,BATCH-闻泰科技_WINGTECH-202311,2023-11-10 17:24:00,FAIL,high,202,3,0.01485,SRC-QI-ORD-2024-100905,闻泰科技 (Wingtech),闪存颗粒,SKU-ST-M01,ORD-2024-100905,Line-QA-A,functional_drift
QI-ORD-2024-100906-聚合物锂电池,BATCH-歌尔股份_GOERTEK-202310,2023-10-01 14:11:00,FAIL,high,125,1,0.00800,SRC-QI-ORD-2024-100906,歌尔股份 (Goertek),聚合物锂电池,SKU-CE-P01,ORD-2024-100906,Factory-QA-7,capacity_drift
QI-ORD-2024-100907-主控芯片,BATCH-北方华创_NAURA-202404,2024-04-20 08:39:00,FAIL,high,86,1,0.01163,SRC-QI-ORD-2024-100907,北方华创 (NAURA),主控芯片,SKU-CE-P01,ORD-2024-100907,Line-QA-B,functional_drift
QI-ORD-2024-100908-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202406,2024-06-12 22:51:00,FAIL,high,84,1,0.01190,SRC-QI-ORD-2024-100908,立讯精密 (Luxshare),CMOS图像传感器,SKU-WE-V01,ORD-2024-100908,Line-QA-B,sensor_noise
QI-ORD-2024-100910-硅晶圆,BATCH-紫光展锐_UNISOC-202409,2024-09-06 22:39:00,WARN,medium,209,1,0.00478,SRC-QI-ORD-2024-100910,紫光展锐 (UNISOC),硅晶圆,SKU-WE-V01,ORD-2024-100910,Factory-QA-7,functional_drift
QI-ORD-2024-100911-主控芯片,BATCH-北方华创_NAURA-202409,2024-09-30 02:31:00,FAIL,high,215,2,0.00930,SRC-QI-ORD-2024-100911,北方华创 (NAURA),主控芯片,SKU-ST-S01,ORD-2024-100911,Line-QA-A,functional_drift
QI-ORD-2024-100912-CMOS图像传感器,BATCH-中芯国际_SMIC-202306,2023-06-17 01:20:00,FAIL,high,86,1,0.01163,SRC-QI-ORD-2024-100912,中芯国际 (SMIC),CMOS图像传感器,SKU-WE-W01,ORD-2024-100912,Factory-QA-7,sensor_noise
QI-ORD-2024-100913-光学镜头,BATCH-闻泰科技_WINGTECH-202403,2024-03-27 03:20:00,FAIL,high,165,1,0.00606,SRC-QI-ORD-2024-100913,闻泰科技 (Wingtech),光学镜头,SKU-ST-S01,ORD-2024-100913,Factory-QA-7,functional_drift
QI-ORD-2024-100914-散热模组,BATCH-歌尔股份_GOERTEK-202407,2024-07-23 12:08:00,FAIL,high,199,3,0.01508,SRC-QI-ORD-2024-100914,歌尔股份 (Goertek),散热模组,SKU-AE-M01,ORD-2024-100914,Line-QA-A,connector_shift
QI-ORD-2024-100915-硅晶圆,BATCH-中芯国际_SMIC-202310,2023-10-05 01:56:00,FAIL,high,126,1,0.00794,SRC-QI-ORD-2024-100915,中芯国际 (SMIC),硅晶圆,SKU-ST-S01,ORD-2024-100915,Line-QA-A,functional_drift
QI-ORD-2024-100916-光学镜头,BATCH-紫光展锐_UNISOC-202311,2023-11-19 18:59:00,FAIL,high,144,1,0.00694,SRC-QI-ORD-2024-100916,紫光展锐 (UNISOC),光学镜头,SKU-CE-L01,ORD-2024-100916,Line-QA-B,functional_drift
QI-ORD-2024-100917-主控芯片,BATCH-比亚迪半导体_BYD-202407,2024-07-28 22:59:00,FAIL,high,150,1,0.00667,SRC-QI-ORD-2024-100917,比亚迪半导体 (BYD),主控芯片,SKU-ST-M01,ORD-2024-100917,Factory-QA-7,functional_drift
QI-ORD-2024-100918-聚合物锂电池,BATCH-立讯精密_LUXSHARE-202410,2024-10-06 23:31:00,FAIL,high,151,1,0.00662,SRC-QI-ORD-2024-100918,立讯精密 (Luxshare),聚合物锂电池,SKU-AE-C01,ORD-2024-100918,Line-QA-B,display_mura
QI-ORD-2024-100919-闪存颗粒,BATCH-比亚迪半导体_BYD-202402,2024-02-21 07:03:00,FAIL,high,121,1,0.00826,SRC-QI-ORD-2024-100919,比亚迪半导体 (BYD),闪存颗粒,SKU-ST-M01,ORD-2024-100919,Line-QA-A,functional_drift
QI-ORD-2024-100921-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202312,2023-12-12 20:16:00,FAIL,high,87,1,0.01149,SRC-QI-ORD-2024-100921,立讯精密 (Luxshare),CMOS图像传感器,SKU-ST-M01,ORD-2024-100921,Line-QA-A,sensor_noise
QI-ORD-2024-100922-聚合物锂电池,BATCH-韦尔股份_WILLSEMI-202309,2023-09-25 14:51:00,WARN,medium,204,1,0.00490,SRC-QI-ORD-2024-100922,韦尔股份 (Willsemi),聚合物锂电池,SKU-AE-C01,ORD-2024-100922,Factory-QA-7,display_mura
QI-ORD-2024-100923-聚合物锂电池,BATCH-中芯国际_SMIC-202310,2023-10-29 08:19:00,FAIL,high,119,2,0.01681,SRC-QI-ORD-2024-100923,中芯国际 (SMIC),聚合物锂电池,SKU-AE-C01,ORD-2024-100923,Line-QA-B,display_mura
QI-ORD-2024-100924-硅晶圆,BATCH-京东方_BOE-202312,2023-12-23 02:52:00,FAIL,high,176,1,0.00568,SRC-QI-ORD-2024-100924,京东方 (BOE),硅晶圆,SKU-ST-S01,ORD-2024-100924,Line-QA-B,functional_drift
QI-ORD-2024-100926-光学镜头,BATCH-中芯国际_SMIC-202409,2024-09-12 18:03:00,FAIL,high,164,1,0.00610,SRC-QI-ORD-2024-100926,中芯国际 (SMIC),光学镜头,SKU-AE-C01,ORD-2024-100926,Line-QA-B,display_mura
QI-ORD-2024-100927-硅晶圆,BATCH-歌尔股份_GOERTEK-202308,2023-08-08 07:37:00,FAIL,high,127,1,0.00787,SRC-QI-ORD-2024-100927,歌尔股份 (Goertek),硅晶圆,SKU-ST-S01,ORD-2024-100927,Factory-QA-7,functional_drift
QI-ORD-2024-100928-硅晶圆,BATCH-立讯精密_LUXSHARE-202306,2023-06-20 14:24:00,WARN,medium,185,1,0.00541,SRC-QI-ORD-2024-100928,立讯精密 (Luxshare),硅晶圆,SKU-CE-L01,ORD-2024-100928,Line-QA-A,functional_drift
QI-ORD-2024-100930-光学镜头,BATCH-华为海思_HISILICON-202408,2024-08-19 10:34:00,FAIL,high,162,2,0.01235,SRC-QI-ORD-2024-100930,华为海思 (HiSilicon),光学镜头,SKU-ST-S01,ORD-2024-100930,Factory-QA-7,functional_drift
QI-ORD-2024-100931-硅晶圆,BATCH-紫光展锐_UNISOC-202401,2024-01-02 21:57:00,FAIL,high,116,1,0.00862,SRC-QI-ORD-2024-100931,紫光展锐 (UNISOC),硅晶圆,SKU-WE-W01,ORD-2024-100931,Line-QA-A,functional_drift
QI-ORD-2024-100932-主控芯片,BATCH-京东方_BOE-202308,2023-08-18 20:18:00,FAIL,high,136,2,0.01471,SRC-QI-ORD-2024-100932,京东方 (BOE),主控芯片,SKU-ST-S01,ORD-2024-100932,Line-QA-B,functional_drift
QI-ORD-2024-100933-硅晶圆,BATCH-京东方_BOE-202309,2023-09-29 18:19:00,FAIL,high,111,1,0.00901,SRC-QI-ORD-2024-100933,京东方 (BOE),硅晶圆,SKU-ST-M01,ORD-2024-100933,Factory-QA-7,functional_drift
QI-ORD-2024-100934-CMOS图像传感器,BATCH-长江存储_YMTC-202408,2024-08-09 01:44:00,FAIL,high,195,2,0.01026,SRC-QI-ORD-2024-100934,长江存储 (YMTC),CMOS图像传感器,SKU-CE-P01,ORD-2024-100934,Line-QA-A,sensor_noise
QI-ORD-2024-100935-PCB印刷电路板,BATCH-紫光展锐_UNISOC-202311,2023-11-22 16:43:00,WARN,medium,174,1,0.00575,SRC-QI-ORD-2024-100935,紫光展锐 (UNISOC),PCB印刷电路板,SKU-CE-P01,ORD-2024-100935,Factory-QA-7,functional_drift
QI-ORD-2024-100936-散热模组,BATCH-北方华创_NAURA-202402,2024-02-08 18:36:00,FAIL,high,98,1,0.01020,SRC-QI-ORD-2024-100936,北方华创 (NAURA),散热模组,SKU-ST-S01,ORD-2024-100936,Factory-QA-7,connector_shift
QI-ORD-2024-100937-硅晶圆,BATCH-立讯精密_LUXSHARE-202310,2023-10-15 06:44:00,FAIL,high,90,1,0.01111,SRC-QI-ORD-2024-100937,立讯精密 (Luxshare),硅晶圆,SKU-AE-M01,ORD-2024-100937,Line-QA-A,functional_drift
QI-ORD-2024-100938-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202405,2024-05-12 19:15:00,FAIL,high,138,1,0.00725,SRC-QI-ORD-2024-100938,立讯精密 (Luxshare),CMOS图像传感器,SKU-ST-M01,ORD-2024-100938,Factory-QA-7,sensor_noise
QI-ORD-2024-100939-硅晶圆,BATCH-闻泰科技_WINGTECH-202402,2024-02-10 11:46:00,FAIL,high,188,1,0.00532,SRC-QI-ORD-2024-100939,闻泰科技 (Wingtech),硅晶圆,SKU-AE-C01,ORD-2024-100939,Line-QA-B,display_mura
QI-ORD-2024-100940-聚合物锂电池,BATCH-立讯精密_LUXSHARE-202409,2024-09-27 06:12:00,WARN,medium,207,1,0.00483,SRC-QI-ORD-2024-100940,立讯精密 (Luxshare),聚合物锂电池,SKU-AE-C01,ORD-2024-100940,Line-QA-B,display_mura
QI-ORD-2024-100941-光学镜头,BATCH-闻泰科技_WINGTECH-202312,2023-12-16 05:49:00,FAIL,high,91,1,0.01099,SRC-QI-ORD-2024-100941,闻泰科技 (Wingtech),光学镜头,SKU-AE-M01,ORD-2024-100941,Factory-QA-7,functional_drift
QI-ORD-2024-100942-聚合物锂电池,BATCH-中芯国际_SMIC-202312,2023-12-22 20:43:00,FAIL,high,203,2,0.00985,SRC-QI-ORD-2024-100942,中芯国际 (SMIC),聚合物锂电池,SKU-AE-M01,ORD-2024-100942,Line-QA-B,capacity_drift
QI-ORD-2024-100943-聚合物锂电池,BATCH-闻泰科技_WINGTECH-202310,2023-10-15 04:10:00,FAIL,high,147,1,0.00680,SRC-QI-ORD-2024-100943,闻泰科技 (Wingtech),聚合物锂电池,SKU-AE-C01,ORD-2024-100943,Factory-QA-7,display_mura
QI-ORD-2024-100944-PCB印刷电路板,BATCH-北方华创_NAURA-202407,2024-07-21 04:11:00,FAIL,high,124,2,0.01613,SRC-QI-ORD-2024-100944,北方华创 (NAURA),PCB印刷电路板,SKU-AE-M01,ORD-2024-100944,Line-QA-A,functional_drift
QI-ORD-2024-100945-散热模组,BATCH-韦尔股份_WILLSEMI-202405,2024-05-19 05:14:00,FAIL,high,103,1,0.00971,SRC-QI-ORD-2024-100945,韦尔股份 (Willsemi),散热模组,SKU-CE-L01,ORD-2024-100945,Line-QA-A,connector_shift
QI-ORD-2024-100946-硅晶圆,BATCH-歌尔股份_GOERTEK-202403,2024-03-23 21:24:00,FAIL,high,215,1,0.00465,SRC-QI-ORD-2024-100946,歌尔股份 (Goertek),硅晶圆,SKU-AE-C01,ORD-2024-100946,Line-QA-A,display_mura
QI-ORD-2024-100947-CMOS图像传感器,BATCH-比亚迪半导体_BYD-202310,2023-10-28 03:28:00,FAIL,high,206,1,0.00485,SRC-QI-ORD-2024-100947,比亚迪半导体 (BYD),CMOS图像传感器,SKU-CE-P01,ORD-2024-100947,Line-QA-B,sensor_noise
QI-ORD-2024-100948-光学镜头,BATCH-华为海思_HISILICON-202308,2023-08-26 00:35:00,WARN,medium,174,1,0.00575,SRC-QI-ORD-2024-100948,华为海思 (HiSilicon),光学镜头,SKU-CE-P01,ORD-2024-100948,Factory-QA-7,functional_drift
QI-ORD-2024-100949-散热模组,BATCH-长江存储_YMTC-202408,2024-08-26 15:26:00,FAIL,high,142,1,0.00704,SRC-QI-ORD-2024-100949,长江存储 (YMTC),散热模组,SKU-CE-P01,ORD-2024-100949,Line-QA-B,connector_shift
QI-ORD-2024-100950-聚合物锂电池,BATCH-韦尔股份_WILLSEMI-202310,2023-10-14 00:14:00,FAIL,high,216,3,0.01389,SRC-QI-ORD-2024-100950,韦尔股份 (Willsemi),聚合物锂电池,SKU-ST-S01,ORD-2024-100950,Line-QA-B,capacity_drift
QI-ORD-2024-100951-散热模组,BATCH-紫光展锐_UNISOC-202408,2024-08-03 04:19:00,FAIL,high,171,1,0.00585,SRC-QI-ORD-2024-100951,紫光展锐 (UNISOC),散热模组,SKU-WE-W01,ORD-2024-100951,Line-QA-B,connector_shift
QI-ORD-2024-100954-光学镜头,BATCH-华为海思_HISILICON-202309,2023-09-22 08:44:00,WARN,medium,180,1,0.00556,SRC-QI-ORD-2024-100954,华为海思 (HiSilicon),光学镜头,SKU-ST-S01,ORD-2024-100954,Line-QA-A,functional_drift
QI-ORD-2024-100955-硅晶圆,BATCH-韦尔股份_WILLSEMI-202309,2023-09-09 12:48:00,FAIL,high,101,1,0.00990,SRC-QI-ORD-2024-100955,韦尔股份 (Willsemi),硅晶圆,SKU-WE-V01,ORD-2024-100955,Factory-QA-7,functional_drift
QI-ORD-2024-100956-光学镜头,BATCH-华为海思_HISILICON-202307,2023-07-20 01:26:00,FAIL,high,194,2,0.01031,SRC-QI-ORD-2024-100956,华为海思 (HiSilicon),光学镜头,SKU-WE-W01,ORD-2024-100956,Line-QA-B,functional_drift
QI-ORD-2024-100957-OLED柔性屏,BATCH-比亚迪半导体_BYD-202308,2023-08-22 11:03:00,FAIL,high,94,1,0.01064,SRC-QI-ORD-2024-100957,比亚迪半导体 (BYD),OLED柔性屏,SKU-AE-M01,ORD-2024-100957,Factory-QA-7,display_mura
QI-ORD-2024-100958-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202406,2024-06-24 17:04:00,FAIL,high,198,2,0.01010,SRC-QI-ORD-2024-100958,立讯精密 (Luxshare),PCB印刷电路板,SKU-AE-C01,ORD-2024-100958,Line-QA-B,display_mura
QI-ORD-2024-100959-聚合物锂电池,BATCH-韦尔股份_WILLSEMI-202308,2023-08-20 16:57:00,FAIL,high,195,2,0.01026,SRC-QI-ORD-2024-100959,韦尔股份 (Willsemi),聚合物锂电池,SKU-WE-V01,ORD-2024-100959,Line-QA-B,capacity_drift
QI-ORD-2024-100960-聚合物锂电池,BATCH-闻泰科技_WINGTECH-202310,2023-10-05 12:13:00,FAIL,high,208,2,0.00962,SRC-QI-ORD-2024-100960,闻泰科技 (Wingtech),聚合物锂电池,SKU-CE-P01,ORD-2024-100960,Line-QA-A,capacity_drift
QI-ORD-2024-100961-闪存颗粒,BATCH-紫光展锐_UNISOC-202309,2023-09-14 03:16:00,FAIL,high,120,1,0.00833,SRC-QI-ORD-2024-100961,紫光展锐 (UNISOC),闪存颗粒,SKU-CE-P01,ORD-2024-100961,Line-QA-B,functional_drift
QI-ORD-2024-100962-OLED柔性屏,BATCH-华为海思_HISILICON-202310,2023-10-12 12:28:00,FAIL,high,117,1,0.00855,SRC-QI-ORD-2024-100962,华为海思 (HiSilicon),OLED柔性屏,SKU-CE-P01,ORD-2024-100962,Factory-QA-7,display_mura
QI-ORD-2024-100963-硅晶圆,BATCH-北方华创_NAURA-202401,2024-01-20 21:18:00,FAIL,high,123,1,0.00813,SRC-QI-ORD-2024-100963,北方华创 (NAURA),硅晶圆,SKU-ST-S01,ORD-2024-100963,Line-QA-A,functional_drift
QI-ORD-2024-100964-闪存颗粒,BATCH-紫光展锐_UNISOC-202404,2024-04-01 06:22:00,FAIL,high,85,1,0.01176,SRC-QI-ORD-2024-100964,紫光展锐 (UNISOC),闪存颗粒,SKU-AE-C01,ORD-2024-100964,Factory-QA-7,display_mura
QI-ORD-2024-100965-主控芯片,BATCH-紫光展锐_UNISOC-202403,2024-03-15 07:13:00,WARN,medium,181,1,0.00552,SRC-QI-ORD-2024-100965,紫光展锐 (UNISOC),主控芯片,SKU-ST-S01,ORD-2024-100965,Line-QA-A,functional_drift
QI-ORD-2024-100966-聚合物锂电池,BATCH-华为海思_HISILICON-202407,2024-07-08 15:56:00,FAIL,high,158,1,0.00633,SRC-QI-ORD-2024-100966,华为海思 (HiSilicon),聚合物锂电池,SKU-WE-W01,ORD-2024-100966,Line-QA-B,capacity_drift
QI-ORD-2024-100967-OLED柔性屏,BATCH-歌尔股份_GOERTEK-202403,2024-03-02 14:06:00,FAIL,high,101,1,0.00990,SRC-QI-ORD-2024-100967,歌尔股份 (Goertek),OLED柔性屏,SKU-CE-P01,ORD-2024-100967,Line-QA-B,display_mura
QI-ORD-2024-100968-闪存颗粒,BATCH-中芯国际_SMIC-202306,2023-06-23 07:05:00,FAIL,high,99,1,0.01010,SRC-QI-ORD-2024-100968,中芯国际 (SMIC),闪存颗粒,SKU-WE-V01,ORD-2024-100968,Factory-QA-7,functional_drift
QI-ORD-2024-100969-OLED柔性屏,BATCH-比亚迪半导体_BYD-202403,2024-03-17 11:14:00,FAIL,high,98,1,0.01020,SRC-QI-ORD-2024-100969,比亚迪半导体 (BYD),OLED柔性屏,SKU-WE-V01,ORD-2024-100969,Line-QA-A,display_mura
QI-ORD-2024-100970-闪存颗粒,BATCH-华为海思_HISILICON-202408,2024-08-23 18:32:00,FAIL,high,91,1,0.01099,SRC-QI-ORD-2024-100970,华为海思 (HiSilicon),闪存颗粒,SKU-WE-V01,ORD-2024-100970,Line-QA-A,functional_drift
QI-ORD-2024-100971-闪存颗粒,BATCH-立讯精密_LUXSHARE-202402,2024-02-13 14:37:00,FAIL,high,82,1,0.01220,SRC-QI-ORD-2024-100971,立讯精密 (Luxshare),闪存颗粒,SKU-ST-M01,ORD-2024-100971,Line-QA-B,functional_drift
QI-ORD-2024-100972-硅晶圆,BATCH-立讯精密_LUXSHARE-202406,2024-06-29 15:47:00,FAIL,high,131,1,0.00763,SRC-QI-ORD-2024-100972,立讯精密 (Luxshare),硅晶圆,SKU-ST-M01,ORD-2024-100972,Line-QA-A,functional_drift
