id,delay_stage,occurred_at,severity,reason_code,delay_hours,eta_before,eta_after,source_ref,order_id,carrier_name,product_id,supplier_name,trans_mode,ship_mode,location_hint
DE-ORD-2024-100642,linehaul,2023-10-09 02:33:00,medium,inspection_hold,24.0,2023-10-11 16:33:00,2023-10-12 16:33:00,SRC-DE-ORD-2024-100642,ORD-2024-100642,顺丰速运,SKU-CE-L01,华为海思 (HiSilicon),公路干线,标准汽运,深圳航站
DE-ORD-2024-100643,delivery,2024-06-04 03:09:00,medium,air_cargo_rollover,48.0,2024-06-04 06:09:00,2024-06-06 06:09:00,SRC-DE-ORD-2024-100643,ORD-2024-100643,跨越速运,SKU-ST-M01,比亚迪半导体 (BYD),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100644,delivery,2023-10-27 11:38:00,medium,inspection_hold,24.0,2023-11-01 01:38:00,2023-11-02 01:38:00,SRC-DE-ORD-2024-100644,ORD-2024-100644,邮政EMS,SKU-CE-L01,闻泰科技 (Wingtech),铁路干线,普列运输,深圳航站
DE-ORD-2024-100646,linehaul,2024-07-04 04:07:00,medium,linehaul_delay,24.0,2024-07-06 18:07:00,2024-07-07 18:07:00,SRC-DE-ORD-2024-100646,ORD-2024-100646,邮政EMS,SKU-ST-S01,北方华创 (NAURA),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100649,delivery,2024-01-10 04:30:00,medium,inspection_hold,48.0,2024-01-14 07:30:00,2024-01-16 07:30:00,SRC-DE-ORD-2024-100649,ORD-2024-100649,邮政EMS,SKU-WE-W01,北方华创 (NAURA),铁路干线,普列运输,深圳航站
DE-ORD-2024-100653,linehaul,2024-10-01 00:47:00,medium,linehaul_delay,24.0,2024-10-03 14:47:00,2024-10-04 14:47:00,SRC-DE-ORD-2024-100653,ORD-2024-100653,顺丰速运,SKU-CE-P01,中芯国际 (SMIC),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100655,linehaul,2024-01-30 04:01:00,medium,linehaul_delay,24.0,2024-02-01 18:01:00,2024-02-02 18:01:00,SRC-DE-ORD-2024-100655,ORD-2024-100655,邮政EMS,SKU-ST-S01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100657,linehaul,2023-11-19 17:04:00,medium,inspection_hold,24.0,2023-11-22 07:04:00,2023-11-23 07:04:00,SRC-DE-ORD-2024-100657,ORD-2024-100657,顺丰速运,SKU-WE-V01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100658,linehaul,2024-03-31 07:44:00,medium,inspection_hold,48.0,2024-04-02 10:44:00,2024-04-04 10:44:00,SRC-DE-ORD-2024-100658,ORD-2024-100658,中通快递,SKU-ST-S01,北方华创 (NAURA),公路干线,标准汽运,深圳航站
DE-ORD-2024-100659,delivery,2023-10-07 12:00:00,medium,air_cargo_rollover,48.0,2023-10-07 15:00:00,2023-10-09 15:00:00,SRC-DE-ORD-2024-100659,ORD-2024-100659,顺丰速运,SKU-AE-M01,华为海思 (HiSilicon),航空货运,次晨达,深圳航站
DE-ORD-2024-100660,delivery,2024-07-25 23:39:00,medium,air_cargo_rollover,48.0,2024-07-26 02:39:00,2024-07-28 02:39:00,SRC-DE-ORD-2024-100660,ORD-2024-100660,跨越速运,SKU-ST-S01,华为海思 (HiSilicon),航空货运,次晨达,上海港前置仓
DE-ORD-2024-100667,linehaul,2024-06-02 02:47:00,medium,inspection_hold,24.0,2024-06-04 16:47:00,2024-06-05 16:47:00,SRC-DE-ORD-2024-100667,ORD-2024-100667,顺丰速运,SKU-ST-M01,华为海思 (HiSilicon),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100669,linehaul,2024-02-22 08:21:00,medium,linehaul_delay,24.0,2024-02-24 22:21:00,2024-02-25 22:21:00,SRC-DE-ORD-2024-100669,ORD-2024-100669,圆通速递,SKU-ST-S01,长江存储 (YMTC),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100670,delivery,2023-12-08 23:14:00,medium,air_cargo_rollover,24.0,2023-12-09 13:14:00,2023-12-10 13:14:00,SRC-DE-ORD-2024-100670,ORD-2024-100670,京东物流,SKU-CE-P01,比亚迪半导体 (BYD),航空货运,次晨达,深圳航站
DE-ORD-2024-100671,delivery,2024-06-09 02:07:00,medium,inspection_hold,48.0,2024-06-13 05:07:00,2024-06-15 05:07:00,SRC-DE-ORD-2024-100671,ORD-2024-100671,邮政EMS,SKU-CE-L01,韦尔股份 (Willsemi),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100672,delivery,2024-02-04 13:37:00,medium,inspection_hold,24.0,2024-02-09 03:37:00,2024-02-10 03:37:00,SRC-DE-ORD-2024-100672,ORD-2024-100672,中通快递,SKU-AE-M01,韦尔股份 (Willsemi),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100673,linehaul,2023-12-01 13:03:00,high,carrier_capacity,120.0,2023-12-02 07:03:00,2023-12-07 07:03:00,SRC-DE-ORD-2024-100673,ORD-2024-100673,跨越速运,SKU-ST-S01,长江存储 (YMTC),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100674,delivery,2023-10-05 14:07:00,medium,inspection_hold,48.0,2023-10-05 17:07:00,2023-10-07 17:07:00,SRC-DE-ORD-2024-100674,ORD-2024-100674,顺丰速运,SKU-AE-C01,北方华创 (NAURA),航空货运,次晨达,上海港前置仓
DE-ORD-2024-100675,delivery,2023-12-19 04:05:00,medium,inspection_hold,24.0,2023-12-19 18:05:00,2023-12-20 18:05:00,SRC-DE-ORD-2024-100675,ORD-2024-100675,顺丰速运,SKU-ST-S01,长江存储 (YMTC),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100677,linehaul,2023-10-30 05:18:00,medium,linehaul_delay,48.0,2023-11-01 08:18:00,2023-11-03 08:18:00,SRC-DE-ORD-2024-100677,ORD-2024-100677,跨越速运,SKU-AE-C01,紫光展锐 (UNISOC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100678,linehaul,2023-12-09 06:22:00,medium,linehaul_delay,24.0,2023-12-11 20:22:00,2023-12-12 20:22:00,SRC-DE-ORD-2024-100678,ORD-2024-100678,圆通速递,SKU-CE-P01,京东方 (BOE),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100681,linehaul,2024-09-19 08:57:00,medium,inspection_hold,24.0,2024-09-21 22:57:00,2024-09-22 22:57:00,SRC-DE-ORD-2024-100681,ORD-2024-100681,圆通速递,SKU-CE-P01,歌尔股份 (Goertek),公路干线,标准汽运,深圳航站
DE-ORD-2024-100687,linehaul,2024-06-20 22:07:00,high,inspection_hold,144.0,2024-06-21 06:07:00,2024-06-27 06:07:00,SRC-DE-ORD-2024-100687,ORD-2024-100687,跨越速运,SKU-WE-V01,闻泰科技 (Wingtech),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100696,delivery,2024-02-24 01:37:00,medium,inspection_hold,24.0,2024-02-28 15:37:00,2024-02-29 15:37:00,SRC-DE-ORD-2024-100696,ORD-2024-100696,德邦快递,SKU-ST-S01,立讯精密 (Luxshare),铁路干线,普列运输,上海港前置仓
DE-ORD-2024-100697,delivery,2024-04-15 07:01:00,medium,air_cargo_rollover,48.0,2024-04-15 10:01:00,2024-04-17 10:01:00,SRC-DE-ORD-2024-100697,ORD-2024-100697,跨越速运,SKU-CE-L01,立讯精密 (Luxshare),航空货运,次晨达,武汉转运场
DE-ORD-2024-100700,delivery,2024-04-14 11:12:00,medium,linehaul_delay,24.0,2024-04-19 01:12:00,2024-04-20 01:12:00,SRC-DE-ORD-2024-100700,ORD-2024-100700,德邦快递,SKU-CE-L01,紫光展锐 (UNISOC),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100703,linehaul,2023-07-22 05:38:00,medium,inspection_hold,48.0,2023-07-24 08:38:00,2023-07-26 08:38:00,SRC-DE-ORD-2024-100703,ORD-2024-100703,圆通速递,SKU-WE-V01,歌尔股份 (Goertek),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100706,linehaul,2024-08-12 01:47:00,medium,linehaul_delay,48.0,2024-08-14 04:47:00,2024-08-16 04:47:00,SRC-DE-ORD-2024-100706,ORD-2024-100706,德邦快递,SKU-ST-M01,立讯精密 (Luxshare),公路干线,标准汽运,深圳航站
DE-ORD-2024-100708,linehaul,2023-09-29 12:44:00,medium,linehaul_delay,24.0,2023-10-02 02:44:00,2023-10-03 02:44:00,SRC-DE-ORD-2024-100708,ORD-2024-100708,德邦快递,SKU-CE-L01,京东方 (BOE),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100710,delivery,2024-03-01 10:04:00,medium,air_cargo_rollover,24.0,2024-03-02 00:04:00,2024-03-03 00:04:00,SRC-DE-ORD-2024-100710,ORD-2024-100710,跨越速运,SKU-CE-L01,长江存储 (YMTC),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100711,delivery,2023-11-06 18:23:00,medium,inspection_hold,48.0,2023-11-10 21:23:00,2023-11-12 21:23:00,SRC-DE-ORD-2024-100711,ORD-2024-100711,德邦快递,SKU-WE-W01,长江存储 (YMTC),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100714,delivery,2023-07-08 01:33:00,medium,linehaul_delay,24.0,2023-07-12 15:33:00,2023-07-13 15:33:00,SRC-DE-ORD-2024-100714,ORD-2024-100714,邮政EMS,SKU-ST-M01,华为海思 (HiSilicon),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100715,linehaul,2023-06-03 20:46:00,medium,inspection_hold,24.0,2023-06-06 10:46:00,2023-06-07 10:46:00,SRC-DE-ORD-2024-100715,ORD-2024-100715,圆通速递,SKU-WE-V01,中芯国际 (SMIC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100716,linehaul,2023-11-26 02:14:00,high,inspection_hold,144.0,2023-11-26 10:14:00,2023-12-02 10:14:00,SRC-DE-ORD-2024-100716,ORD-2024-100716,跨越速运,SKU-CE-L01,立讯精密 (Luxshare),公路干线,标准汽运,深圳航站
DE-ORD-2024-100717,delivery,2024-02-25 12:28:00,medium,inspection_hold,48.0,2024-02-29 15:28:00,2024-03-02 15:28:00,SRC-DE-ORD-2024-100717,ORD-2024-100717,德邦快递,SKU-WE-W01,紫光展锐 (UNISOC),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100718,delivery,2023-06-16 12:11:00,medium,inspection_hold,24.0,2023-06-21 02:11:00,2023-06-22 02:11:00,SRC-DE-ORD-2024-100718,ORD-2024-100718,邮政EMS,SKU-AE-M01,立讯精密 (Luxshare),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100719,delivery,2024-04-13 05:55:00,medium,inspection_hold,24.0,2024-04-13 19:55:00,2024-04-14 19:55:00,SRC-DE-ORD-2024-100719,ORD-2024-100719,顺丰速运,SKU-AE-M01,京东方 (BOE),航空货运,次晨达,深圳航站
DE-ORD-2024-100722,linehaul,2023-08-08 21:50:00,high,inspection_hold,120.0,2023-08-09 15:50:00,2023-08-14 15:50:00,SRC-DE-ORD-2024-100722,ORD-2024-100722,跨越速运,SKU-CE-P01,比亚迪半导体 (BYD),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100723,linehaul,2023-11-12 03:40:00,high,carrier_capacity,120.0,2023-11-12 21:40:00,2023-11-17 21:40:00,SRC-DE-ORD-2024-100723,ORD-2024-100723,跨越速运,SKU-CE-L01,华为海思 (HiSilicon),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100724,linehaul,2024-06-07 19:19:00,medium,linehaul_delay,24.0,2024-06-10 09:19:00,2024-06-11 09:19:00,SRC-DE-ORD-2024-100724,ORD-2024-100724,中通快递,SKU-WE-W01,北方华创 (NAURA),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100727,delivery,2024-03-31 12:16:00,medium,inspection_hold,24.0,2024-04-01 02:16:00,2024-04-02 02:16:00,SRC-DE-ORD-2024-100727,ORD-2024-100727,跨越速运,SKU-CE-P01,北方华创 (NAURA),航空货运,次晨达,武汉转运场
DE-ORD-2024-100728,delivery,2023-07-09 15:27:00,medium,inspection_hold,24.0,2023-07-14 05:27:00,2023-07-15 05:27:00,SRC-DE-ORD-2024-100728,ORD-2024-100728,中通快递,SKU-CE-P01,紫光展锐 (UNISOC),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100729,delivery,2024-09-09 04:05:00,medium,air_cargo_rollover,24.0,2024-09-09 18:05:00,2024-09-10 18:05:00,SRC-DE-ORD-2024-100729,ORD-2024-100729,顺丰速运,SKU-ST-M01,京东方 (BOE),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100733,delivery,2023-07-26 23:10:00,medium,linehaul_delay,24.0,2023-07-31 13:10:00,2023-08-01 13:10:00,SRC-DE-ORD-2024-100733,ORD-2024-100733,邮政EMS,SKU-AE-C01,立讯精密 (Luxshare),铁路干线,普列运输,上海港前置仓
DE-ORD-2024-100738,linehaul,2024-09-05 17:43:00,medium,linehaul_delay,24.0,2024-09-08 07:43:00,2024-09-09 07:43:00,SRC-DE-ORD-2024-100738,ORD-2024-100738,极兔速递,SKU-CE-L01,立讯精密 (Luxshare),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100739,delivery,2024-01-28 00:10:00,medium,air_cargo_rollover,24.0,2024-01-28 14:10:00,2024-01-29 14:10:00,SRC-DE-ORD-2024-100739,ORD-2024-100739,跨越速运,SKU-AE-C01,紫光展锐 (UNISOC),航空货运,次晨达,上海港前置仓
DE-ORD-2024-100742,delivery,2024-03-12 07:22:00,medium,inspection_hold,24.0,2024-03-16 21:22:00,2024-03-17 21:22:00,SRC-DE-ORD-2024-100742,ORD-2024-100742,德邦快递,SKU-WE-V01,闻泰科技 (Wingtech),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100743,linehaul,2024-03-25 10:59:00,medium,inspection_hold,24.0,2024-03-28 00:59:00,2024-03-29 00:59:00,SRC-DE-ORD-2024-100743,ORD-2024-100743,京东物流,SKU-CE-L01,立讯精密 (Luxshare),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100744,linehaul,2023-12-06 21:17:00,medium,linehaul_delay,48.0,2023-12-09 00:17:00,2023-12-11 00:17:00,SRC-DE-ORD-2024-100744,ORD-2024-100744,圆通速递,SKU-ST-M01,中芯国际 (SMIC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100745,delivery,2024-03-28 01:36:00,medium,air_cargo_rollover,24.0,2024-03-28 15:36:00,2024-03-29 15:36:00,SRC-DE-ORD-2024-100745,ORD-2024-100745,跨越速运,SKU-AE-C01,立讯精密 (Luxshare),航空货运,次晨达,武汉转运场
DE-ORD-2024-100746,linehaul,2023-10-16 21:31:00,high,inspection_hold,96.0,2023-10-18 02:31:00,2023-10-22 02:31:00,SRC-DE-ORD-2024-100746,ORD-2024-100746,跨越速运,SKU-WE-V01,长江存储 (YMTC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100747,delivery,2024-08-27 13:18:00,medium,inspection_hold,24.0,2024-09-01 03:18:00,2024-09-02 03:18:00,SRC-DE-ORD-2024-100747,ORD-2024-100747,中通快递,SKU-AE-C01,韦尔股份 (Willsemi),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100748,linehaul,2023-11-22 01:05:00,medium,inspection_hold,24.0,2023-11-24 15:05:00,2023-11-25 15:05:00,SRC-DE-ORD-2024-100748,ORD-2024-100748,德邦快递,SKU-WE-W01,中芯国际 (SMIC),公路干线,标准汽运,深圳航站
DE-ORD-2024-100750,delivery,2023-07-18 00:34:00,medium,inspection_hold,48.0,2023-07-18 03:34:00,2023-07-20 03:34:00,SRC-DE-ORD-2024-100750,ORD-2024-100750,顺丰速运,SKU-ST-S01,紫光展锐 (UNISOC),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100753,linehaul,2023-08-11 10:05:00,medium,linehaul_delay,48.0,2023-08-13 13:05:00,2023-08-15 13:05:00,SRC-DE-ORD-2024-100753,ORD-2024-100753,跨越速运,SKU-CE-L01,歌尔股份 (Goertek),公路干线,标准汽运,深圳航站
DE-ORD-2024-100756,delivery,2023-10-04 10:14:00,medium,inspection_hold,24.0,2023-10-05 00:14:00,2023-10-06 00:14:00,SRC-DE-ORD-2024-100756,ORD-2024-100756,顺丰速运,SKU-ST-M01,比亚迪半导体 (BYD),航空货运,次晨达,上海港前置仓
DE-ORD-2024-100758,linehaul,2024-02-28 22:00:00,high,inspection_hold,120.0,2024-02-29 16:00:00,2024-03-05 16:00:00,SRC-DE-ORD-2024-100758,ORD-2024-100758,跨越速运,SKU-AE-M01,华为海思 (HiSilicon),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100760,linehaul,2023-09-07 17:29:00,medium,inspection_hold,48.0,2023-09-09 20:29:00,2023-09-11 20:29:00,SRC-DE-ORD-2024-100760,ORD-2024-100760,京东物流,SKU-CE-L01,比亚迪半导体 (BYD),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100761,linehaul,2023-07-30 12:24:00,medium,linehaul_delay,24.0,2023-08-02 02:24:00,2023-08-03 02:24:00,SRC-DE-ORD-2024-100761,ORD-2024-100761,圆通速递,SKU-WE-V01,紫光展锐 (UNISOC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100762,linehaul,2024-06-04 06:14:00,medium,inspection_hold,24.0,2024-06-06 20:14:00,2024-06-07 20:14:00,SRC-DE-ORD-2024-100762,ORD-2024-100762,邮政EMS,SKU-CE-L01,歌尔股份 (Goertek),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100765,delivery,2024-08-27 22:27:00,medium,inspection_hold,24.0,2024-09-01 12:27:00,2024-09-02 12:27:00,SRC-DE-ORD-2024-100765,ORD-2024-100765,中通快递,SKU-WE-V01,长江存储 (YMTC),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100767,delivery,2023-08-02 00:39:00,medium,inspection_hold,48.0,2023-08-02 03:39:00,2023-08-04 03:39:00,SRC-DE-ORD-2024-100767,ORD-2024-100767,顺丰速运,SKU-CE-P01,比亚迪半导体 (BYD),航空货运,次晨达,上海港前置仓
DE-ORD-2024-100768,delivery,2023-10-05 20:52:00,medium,inspection_hold,48.0,2023-10-05 23:52:00,2023-10-07 23:52:00,SRC-DE-ORD-2024-100768,ORD-2024-100768,跨越速运,SKU-AE-C01,歌尔股份 (Goertek),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100769,delivery,2023-12-12 20:23:00,medium,air_cargo_rollover,24.0,2023-12-13 10:23:00,2023-12-14 10:23:00,SRC-DE-ORD-2024-100769,ORD-2024-100769,顺丰速运,SKU-WE-W01,中芯国际 (SMIC),航空货运,次晨达,上海港前置仓
DE-ORD-2024-100771,linehaul,2024-03-27 18:59:00,high,inspection_hold,72.0,2024-03-29 10:59:00,2024-04-01 10:59:00,SRC-DE-ORD-2024-100771,ORD-2024-100771,跨越速运,SKU-WE-V01,京东方 (BOE),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100774,delivery,2023-06-15 03:38:00,medium,air_cargo_rollover,24.0,2023-06-15 17:38:00,2023-06-16 17:38:00,SRC-DE-ORD-2024-100774,ORD-2024-100774,京东物流,SKU-AE-C01,长江存储 (YMTC),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100776,linehaul,2023-08-26 06:22:00,medium,linehaul_delay,48.0,2023-08-28 09:22:00,2023-08-30 09:22:00,SRC-DE-ORD-2024-100776,ORD-2024-100776,德邦快递,SKU-ST-S01,闻泰科技 (Wingtech),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100780,delivery,2023-12-27 04:33:00,medium,inspection_hold,48.0,2023-12-27 07:33:00,2023-12-29 07:33:00,SRC-DE-ORD-2024-100780,ORD-2024-100780,跨越速运,SKU-CE-L01,长江存储 (YMTC),航空货运,次晨达,武汉转运场
DE-ORD-2024-100783,linehaul,2023-12-01 07:16:00,medium,linehaul_delay,48.0,2023-12-03 10:16:00,2023-12-05 10:16:00,SRC-DE-ORD-2024-100783,ORD-2024-100783,德邦快递,SKU-WE-V01,华为海思 (HiSilicon),公路干线,标准汽运,深圳航站
DE-ORD-2024-100784,delivery,2024-01-09 07:49:00,medium,air_cargo_rollover,24.0,2024-01-09 21:49:00,2024-01-10 21:49:00,SRC-DE-ORD-2024-100784,ORD-2024-100784,跨越速运,SKU-ST-S01,韦尔股份 (Willsemi),航空货运,次晨达,深圳航站
DE-ORD-2024-100785,delivery,2024-05-08 19:11:00,medium,air_cargo_rollover,48.0,2024-05-08 22:11:00,2024-05-10 22:11:00,SRC-DE-ORD-2024-100785,ORD-2024-100785,京东物流,SKU-ST-M01,韦尔股份 (Willsemi),航空货运,次晨达,武汉转运场
DE-ORD-2024-100789,linehaul,2023-11-23 00:17:00,medium,inspection_hold,48.0,2023-11-25 03:17:00,2023-11-27 03:17:00,SRC-DE-ORD-2024-100789,ORD-2024-100789,中通快递,SKU-AE-C01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100790,linehaul,2023-12-12 08:21:00,medium,inspection_hold,48.0,2023-12-14 11:21:00,2023-12-16 11:21:00,SRC-DE-ORD-2024-100790,ORD-2024-100790,圆通速递,SKU-AE-M01,中芯国际 (SMIC),公路干线,标准汽运,深圳航站
DE-ORD-2024-100792,linehaul,2023-11-18 04:23:00,medium,inspection_hold,48.0,2023-11-20 07:23:00,2023-11-22 07:23:00,SRC-DE-ORD-2024-100792,ORD-2024-100792,京东物流,SKU-ST-S01,歌尔股份 (Goertek),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100793,linehaul,2024-07-01 21:37:00,medium,linehaul_delay,48.0,2024-07-04 00:37:00,2024-07-06 00:37:00,SRC-DE-ORD-2024-100793,ORD-2024-100793,中通快递,SKU-ST-S01,紫光展锐 (UNISOC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100795,linehaul,2024-04-30 23:39:00,medium,inspection_hold,24.0,2024-05-03 13:39:00,2024-05-04 13:39:00,SRC-DE-ORD-2024-100795,ORD-2024-100795,极兔速递,SKU-AE-M01,紫光展锐 (UNISOC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100797,delivery,2023-12-15 05:07:00,medium,inspection_hold,24.0,2023-12-19 19:07:00,2023-12-20 19:07:00,SRC-DE-ORD-2024-100797,ORD-2024-100797,德邦快递,SKU-AE-C01,长江存储 (YMTC),铁路干线,普列运输,上海港前置仓
DE-ORD-2024-100800,delivery,2023-09-07 01:34:00,medium,air_cargo_rollover,24.0,2023-09-07 15:34:00,2023-09-08 15:34:00,SRC-DE-ORD-2024-100800,ORD-2024-100800,京东物流,SKU-CE-P01,闻泰科技 (Wingtech),航空货运,次晨达,深圳航站
DE-ORD-2024-100801,delivery,2024-01-17 06:06:00,medium,inspection_hold,48.0,2024-01-17 09:06:00,2024-01-19 09:06:00,SRC-DE-ORD-2024-100801,ORD-2024-100801,顺丰速运,SKU-ST-S01,比亚迪半导体 (BYD),航空货运,次晨达,武汉转运场
DE-ORD-2024-100802,linehaul,2023-08-25 08:33:00,medium,inspection_hold,48.0,2023-08-27 11:33:00,2023-08-29 11:33:00,SRC-DE-ORD-2024-100802,ORD-2024-100802,邮政EMS,SKU-ST-M01,紫光展锐 (UNISOC),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100804,linehaul,2024-02-27 16:54:00,medium,linehaul_delay,48.0,2024-02-29 19:54:00,2024-03-02 19:54:00,SRC-DE-ORD-2024-100804,ORD-2024-100804,中通快递,SKU-AE-M01,华为海思 (HiSilicon),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100805,delivery,2023-12-23 13:17:00,medium,inspection_hold,48.0,2023-12-23 16:17:00,2023-12-25 16:17:00,SRC-DE-ORD-2024-100805,ORD-2024-100805,跨越速运,SKU-WE-W01,长江存储 (YMTC),航空货运,次晨达,武汉转运场
DE-ORD-2024-100806,delivery,2023-09-07 22:45:00,medium,inspection_hold,48.0,2023-09-12 01:45:00,2023-09-14 01:45:00,SRC-DE-ORD-2024-100806,ORD-2024-100806,德邦快递,SKU-AE-C01,京东方 (BOE),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100808,linehaul,2024-04-07 16:44:00,medium,inspection_hold,48.0,2024-04-09 19:44:00,2024-04-11 19:44:00,SRC-DE-ORD-2024-100808,ORD-2024-100808,圆通速递,SKU-CE-P01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100809,linehaul,2024-06-13 03:32:00,medium,linehaul_delay,24.0,2024-06-15 17:32:00,2024-06-16 17:32:00,SRC-DE-ORD-2024-100809,ORD-2024-100809,中通快递,SKU-WE-V01,比亚迪半导体 (BYD),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100812,linehaul,2024-05-02 20:45:00,medium,linehaul_delay,24.0,2024-05-05 10:45:00,2024-05-06 10:45:00,SRC-DE-ORD-2024-100812,ORD-2024-100812,圆通速递,SKU-AE-M01,中芯国际 (SMIC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100813,delivery,2023-08-07 00:23:00,medium,inspection_hold,24.0,2023-08-07 14:23:00,2023-08-08 14:23:00,SRC-DE-ORD-2024-100813,ORD-2024-100813,顺丰速运,SKU-WE-V01,京东方 (BOE),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100814,delivery,2023-09-11 22:28:00,medium,air_cargo_rollover,24.0,2023-09-12 12:28:00,2023-09-13 12:28:00,SRC-DE-ORD-2024-100814,ORD-2024-100814,京东物流,SKU-WE-V01,比亚迪半导体 (BYD),航空货运,次晨达,深圳航站
DE-ORD-2024-100815,linehaul,2023-10-16 18:30:00,medium,inspection_hold,48.0,2023-10-18 21:30:00,2023-10-20 21:30:00,SRC-DE-ORD-2024-100815,ORD-2024-100815,圆通速递,SKU-AE-C01,华为海思 (HiSilicon),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100817,linehaul,2024-07-21 01:04:00,high,carrier_capacity,144.0,2024-07-21 09:04:00,2024-07-27 09:04:00,SRC-DE-ORD-2024-100817,ORD-2024-100817,跨越速运,SKU-ST-S01,北方华创 (NAURA),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100818,linehaul,2023-07-13 12:13:00,medium,linehaul_delay,24.0,2023-07-16 02:13:00,2023-07-17 02:13:00,SRC-DE-ORD-2024-100818,ORD-2024-100818,德邦快递,SKU-ST-M01,闻泰科技 (Wingtech),公路干线,标准汽运,深圳航站
DE-ORD-2024-100819,linehaul,2024-02-05 09:51:00,medium,linehaul_delay,24.0,2024-02-07 23:51:00,2024-02-08 23:51:00,SRC-DE-ORD-2024-100819,ORD-2024-100819,极兔速递,SKU-WE-V01,京东方 (BOE),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100820,delivery,2023-06-23 20:44:00,medium,inspection_hold,24.0,2023-06-28 10:44:00,2023-06-29 10:44:00,SRC-DE-ORD-2024-100820,ORD-2024-100820,邮政EMS,SKU-CE-P01,中芯国际 (SMIC),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100825,linehaul,2024-07-10 03:08:00,high,inspection_hold,96.0,2024-07-11 08:08:00,2024-07-15 08:08:00,SRC-DE-ORD-2024-100825,ORD-2024-100825,跨越速运,SKU-CE-L01,比亚迪半导体 (BYD),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100827,linehaul,2024-08-10 21:25:00,medium,inspection_hold,24.0,2024-08-13 11:25:00,2024-08-14 11:25:00,SRC-DE-ORD-2024-100827,ORD-2024-100827,顺丰速运,SKU-AE-C01,中芯国际 (SMIC),公路干线,标准汽运,杭州分拨中心
